State,Filed week ended,Initial Claims,Reflecting Week Ended,Continued Claims,Covered Employment,Insured Unemployment Rate,
Nebraska,5/15/2021,"1,406",5/8/2021,"7,428","938,259",0.79,
Nebraska,5/22/2021,"1,593",5/15/2021,"7,562","938,259",0.81,
Nebraska,5/29/2021,"1,472",5/22/2021,"7,431","938,259",0.79,
Nebraska,6/5/2021,"1,264",5/29/2021,"7,312","938,259",0.78,
Nebraska,6/12/2021,"1,181",6/5/2021,"7,326","938,259",0.78,
Nebraska,6/19/2021,982,6/12/2021,"7,008","938,259",0.75,
Nebraska,6/26/2021,"1,644",6/19/2021,"6,902","938,259",0.74,
Nebraska,7/3/2021,"1,257",6/26/2021,"6,588","938,259",0.7,
Nebraska,7/10/2021,"1,149",7/3/2021,"7,406","931,238",0.8,
Nebraska,7/17/2021,"1,362",7/10/2021,"8,151","931,238",0.88,
Nebraska,7/24/2021,"1,431",7/17/2021,"6,886","931,238",0.74,
Nebraska,7/31/2021,"1,268",7/24/2021,"6,769","931,238",0.73,
Nebraska,8/7/2021,"1,049",7/31/2021,"6,199","931,238",0.67,
Nebraska,8/14/2021,957,8/7/2021,"5,838","931,238",0.63,
Nebraska,8/21/2021,913,8/14/2021,"5,267","931,238",0.57,
Nebraska,8/28/2021,978,8/21/2021,"4,753","931,238",0.51,
Nebraska,9/4/2021,"1,003",8/28/2021,"4,509","931,238",0.48,
Nebraska,9/11/2021,"1,454",9/4/2021,"4,312","931,238",0.46,
Nebraska,9/18/2021,"1,317",9/11/2021,"4,219","931,238",0.45,
Nebraska,9/25/2021,"1,058",9/18/2021,"4,181","931,238",0.45,
Nebraska,10/2/2021,"1,028",9/25/2021,"3,943","931,238",0.42,
Nebraska,10/9/2021,855,10/2/2021,"3,729","923,211",0.4,
Nebraska,10/16/2021,783,10/9/2021,"3,480","923,211",0.38,
Nebraska,10/23/2021,"1,411",10/16/2021,"3,369","923,211",0.36,
Nebraska,10/30/2021,746,10/23/2021,"3,531","923,211",0.38,
Nebraska,11/6/2021,"1,309",10/30/2021,"3,131","923,211",0.34,
New Hampshire,1/4/2020,690,12/28/2019,"4,468","652,934",0.68,
New Hampshire,1/11/2020,722,1/4/2020,"4,575","654,468",0.7,
New Hampshire,1/18/2020,613,1/11/2020,"4,215","654,468",0.64,
New Hampshire,1/25/2020,577,1/18/2020,"4,202","654,468",0.64,
New Hampshire,2/1/2020,456,1/25/2020,"4,033","654,468",0.62,
New Hampshire,2/8/2020,507,2/1/2020,"4,050","654,468",0.62,
New Hampshire,2/15/2020,424,2/8/2020,"4,015","654,468",0.61,
New Hampshire,2/22/2020,444,2/15/2020,"3,936","654,468",0.6,
New Hampshire,2/29/2020,894,2/22/2020,"4,048","654,468",0.62,
New Hampshire,3/7/2020,495,2/29/2020,"4,475","654,468",0.68,
New Hampshire,3/14/2020,642,3/7/2020,"3,909","654,468",0.6,
New Hampshire,3/21/2020,"29,379",3/14/2020,"4,024","654,468",0.61,
New Hampshire,3/28/2020,"31,378",3/21/2020,"27,321","654,468",4.17,
New Hampshire,4/4/2020,"39,202",3/28/2020,"52,166","654,468",7.97,
New Hampshire,4/11/2020,"25,273",4/4/2020,"79,979","649,845",12.31,
New Hampshire,4/18/2020,"20,414",4/11/2020,"93,783","649,845",14.43,
New Hampshire,4/25/2020,"15,001",4/18/2020,"106,841","649,845",16.44,
New Hampshire,5/2/2020,"12,475",4/25/2020,"115,580","649,845",17.79,
New Hampshire,5/9/2020,"10,016",5/2/2020,"116,768","649,845",17.97,
New Hampshire,5/16/2020,"8,794",5/9/2020,"114,450","649,845",17.61,
New Hampshire,5/23/2020,"7,266",5/16/2020,"109,184","649,845",16.8,
New Hampshire,5/30/2020,"6,127",5/23/2020,"100,769","649,845",15.51,
New Hampshire,6/6/2020,"6,303",5/30/2020,"102,189","649,845",15.73,
New Hampshire,6/13/2020,"6,431",6/6/2020,"98,440","649,845",15.15,
New Hampshire,6/20/2020,"5,413",6/13/2020,"92,776","649,845",14.28,
New Hampshire,6/27/2020,"5,163",6/20/2020,"86,586","649,845",13.32,
New Hampshire,7/4/2020,"5,776",6/27/2020,"74,476","649,845",11.46,
New Hampshire,7/11/2020,"2,930",7/4/2020,"72,523","657,391",11.03,
New Hampshire,7/18/2020,"3,519",7/11/2020,"71,824","657,391",10.93,
New Hampshire,7/25/2020,"3,276",7/18/2020,"66,396","657,391",10.1,
New Hampshire,8/1/2020,"2,651",7/25/2020,"61,496","657,391",9.35,
New Hampshire,8/8/2020,"2,724",8/1/2020,"55,239","657,391",8.4,
New Hampshire,8/15/2020,"2,832",8/8/2020,"49,836","657,391",7.58,
New Hampshire,8/22/2020,"2,578",8/15/2020,"47,758","657,391",7.26,
New Hampshire,8/29/2020,"2,501",8/22/2020,"44,578","657,391",6.78,
New Hampshire,9/5/2020,"2,482",8/29/2020,"42,956","657,391",6.53,
New Hampshire,9/12/2020,"2,276",9/5/2020,"39,938","657,391",6.08,
New Hampshire,9/19/2020,"2,118",9/12/2020,"37,241","657,391",5.66,
New Hampshire,9/26/2020,"2,193",9/19/2020,"35,128","657,391",5.34,
New Hampshire,10/3/2020,"2,083",9/26/2020,"32,751","657,391",4.98,
New Hampshire,10/10/2020,"2,562",10/3/2020,"30,234","658,755",4.59,
New Hampshire,10/17/2020,"2,100",10/10/2020,"28,017","658,755",4.25,
New Hampshire,10/24/2020,"2,028",10/17/2020,"26,153","658,755",3.97,
New Hampshire,10/31/2020,"2,090",10/24/2020,"24,478","658,755",3.72,
New Hampshire,11/7/2020,"2,171",10/31/2020,"23,447","658,755",3.56,
New Hampshire,11/14/2020,"1,994",11/7/2020,"22,632","658,755",3.44,
New Hampshire,11/21/2020,"2,509",11/14/2020,"21,746","658,755",3.3,
New Hampshire,11/28/2020,"2,308",11/21/2020,"20,677","658,755",3.14,
New Hampshire,12/5/2020,"3,413",11/28/2020,"21,242","658,755",3.22,
New Hampshire,12/12/2020,"3,178",12/5/2020,"21,040","658,755",3.19,
New Hampshire,12/19/2020,"2,837",12/12/2020,"21,289","658,755",3.23,
New Hampshire,12/26/2020,"3,281",12/19/2020,"21,142","658,755",3.21,
New Hampshire,1/2/2021,"4,932",12/26/2020,"24,337","658,755",3.69,
New Hampshire,1/9/2021,"3,859",1/2/2021,"27,166","636,759",4.27,
New Hampshire,1/16/2021,"4,169",1/9/2021,"29,080","636,759",4.57,
New Hampshire,1/23/2021,"3,764",1/16/2021,"28,536","636,759",4.48,
New Hampshire,1/30/2021,"3,304",1/23/2021,"27,908","636,759",4.38,
New Hampshire,2/6/2021,"3,594",1/30/2021,"27,182","636,759",4.27,
New Hampshire,2/13/2021,"2,338",2/6/2021,"26,750","636,759",4.2,
New Hampshire,2/20/2021,"2,933",2/13/2021,"25,598","636,759",4.02,
New Hampshire,2/27/2021,"2,447",2/20/2021,"25,207","636,759",3.96,
New Hampshire,3/6/2021,"2,943",2/27/2021,"25,051","636,759",3.93,
New Hampshire,3/13/2021,"2,568",3/6/2021,"24,552","636,759",3.86,
New Hampshire,3/20/2021,"1,009",3/13/2021,"21,592","636,759",3.39,
New Hampshire,3/27/2021,"1,613",3/20/2021,"22,275","636,759",3.5,
New Hampshire,4/3/2021,"1,144",3/27/2021,"21,743","636,759",3.41,
New Hampshire,4/10/2021,"1,640",4/3/2021,"23,365","624,894",3.74,
New Hampshire,4/17/2021,"1,783",4/10/2021,"20,468","624,894",3.28,
New Hampshire,4/24/2021,"1,509",4/17/2021,"20,077","624,894",3.21,
New Hampshire,5/1/2021,499,4/24/2021,"19,319","624,894",3.09,
New Hampshire,5/8/2021,"1,279",5/1/2021,"19,256","624,894",3.08,
New Hampshire,5/15/2021,375,5/8/2021,"17,628","624,894",2.82,
New Hampshire,5/22/2021,790,5/15/2021,"16,810","624,894",2.69,
New Hampshire,5/29/2021,906,5/22/2021,"15,880","624,894",2.54,
New Hampshire,6/5/2021,683,5/29/2021,"14,017","624,894",2.24,
New Hampshire,6/12/2021,652,6/5/2021,"12,732","624,894",2.04,
New Hampshire,6/19/2021,890,6/12/2021,"11,875","624,894",1.9,
New Hampshire,6/26/2021,"1,295",6/19/2021,"10,526","624,894",1.68,
New Hampshire,7/3/2021,812,6/26/2021,"14,168","624,894",2.27,
New Hampshire,7/10/2021,764,7/3/2021,"10,630","616,132",1.73,
New Hampshire,7/17/2021,616,7/10/2021,"8,951","616,132",1.45,
New Hampshire,7/24/2021,576,7/17/2021,"7,602","616,132",1.23,
New Hampshire,7/31/2021,549,7/24/2021,"6,505","616,132",1.06,
New Hampshire,8/7/2021,613,7/31/2021,"5,880","616,132",0.95,
New Hampshire,8/14/2021,583,8/7/2021,"5,379","616,132",0.87,
New Hampshire,8/21/2021,554,8/14/2021,"5,174","616,132",0.84,
New Hampshire,8/28/2021,566,8/21/2021,"4,934","616,132",0.8,
New Hampshire,9/4/2021,429,8/28/2021,"4,628","616,132",0.75,
New Hampshire,9/11/2021,478,9/4/2021,"3,790","616,132",0.62,
New Hampshire,9/18/2021,436,9/11/2021,"3,491","616,132",0.57,
New Hampshire,9/25/2021,436,9/18/2021,"3,226","616,132",0.52,
New Hampshire,10/2/2021,417,9/25/2021,"3,005","616,132",0.49,
New Hampshire,10/9/2021,411,10/2/2021,"2,867","608,853",0.47,
New Hampshire,10/16/2021,392,10/9/2021,"2,691","608,853",0.44,
New Hampshire,10/23/2021,462,10/16/2021,"2,681","608,853",0.44,
New Hampshire,10/30/2021,454,10/23/2021,"2,615","608,853",0.43,
New Hampshire,11/6/2021,523,10/30/2021,"2,807","608,853",0.46,
New Jersey,1/4/2020,"15,325",12/28/2019,"111,335","4,007,202",2.78,
New Jersey,1/11/2020,"13,469",1/4/2020,"120,461","4,015,146",3,
New Jersey,1/18/2020,"10,728",1/11/2020,"108,425","4,015,146",2.7,
New Jersey,1/25/2020,"9,325",1/18/2020,"107,082","4,015,146",2.67,
New Jersey,2/1/2020,"8,304",1/25/2020,"110,022","4,015,146",2.74,
New Jersey,2/8/2020,"9,288",2/1/2020,"109,931","4,015,146",2.74,
New Jersey,2/15/2020,"8,550",2/8/2020,"110,016","4,015,146",2.74,
New Jersey,2/22/2020,"8,396",2/15/2020,"109,265","4,015,146",2.72,
New Jersey,2/29/2020,"7,773",2/22/2020,"110,902","4,015,146",2.76,
New Jersey,3/7/2020,"7,996",2/29/2020,"107,646","4,015,146",2.68,
New Jersey,3/14/2020,"9,467",3/7/2020,"104,283","4,015,146",2.6,
New Jersey,3/21/2020,"115,815",3/14/2020,"105,840","4,015,146",2.64,
New Jersey,3/28/2020,"206,253",3/21/2020,"156,181","4,015,146",3.89,
New Jersey,4/4/2020,"214,836",3/28/2020,"276,119","4,015,146",6.88,
New Jersey,4/11/2020,"141,420",4/4/2020,"429,388","4,025,826",10.67,
New Jersey,4/18/2020,"140,139",4/11/2020,"556,005","4,025,826",13.81,
New Jersey,4/25/2020,"71,966",4/18/2020,"621,753","4,025,826",15.44,
New Jersey,5/2/2020,"88,326",4/25/2020,"642,651","4,025,826",15.96,
New Jersey,5/9/2020,"69,689",5/2/2020,"715,433","4,025,826",17.77,
New Jersey,5/16/2020,"42,365",5/9/2020,"601,770","4,025,826",14.95,
New Jersey,5/23/2020,"34,410",5/16/2020,"586,532","4,025,826",14.57,
New Jersey,5/30/2020,"26,752",5/23/2020,"547,913","4,025,826",13.61,
New Jersey,6/6/2020,"23,166",5/30/2020,"559,057","4,025,826",13.89,
New Jersey,6/13/2020,"26,438",6/6/2020,"538,269","4,025,826",13.37,
New Jersey,6/20/2020,"33,027",6/13/2020,"528,173","4,025,826",13.12,
New Jersey,6/27/2020,"27,992",6/20/2020,"519,167","4,025,826",12.9,
New Jersey,7/4/2020,"47,402",6/27/2020,"491,778","4,025,826",12.22,
New Jersey,7/11/2020,"38,825",7/4/2020,"491,296","4,034,480",12.18,
New Jersey,7/18/2020,"25,932",7/11/2020,"476,539","4,034,480",11.81,
New Jersey,7/25/2020,"28,073",7/18/2020,"485,809","4,034,480",12.04,
New Jersey,8/1/2020,"16,584",7/25/2020,"467,370","4,034,480",11.58,
New Jersey,8/8/2020,"13,837",8/1/2020,"426,519","4,034,480",10.57,
New Jersey,8/15/2020,"25,417",8/8/2020,"420,062","4,034,480",10.41,
New Jersey,8/22/2020,"20,182",8/15/2020,"411,019","4,034,480",10.19,
New Jersey,8/29/2020,"20,348",8/22/2020,"410,830","4,034,480",10.18,
New Jersey,9/5/2020,"22,750",8/29/2020,"388,233","4,034,480",9.62,
New Jersey,9/12/2020,"19,642",9/5/2020,"366,673","4,034,480",9.09,
New Jersey,9/19/2020,"24,680",9/12/2020,"353,590","4,034,480",8.76,
New Jersey,9/26/2020,"27,184",9/19/2020,"322,414","4,034,480",7.99,
New Jersey,10/3/2020,"23,680",9/26/2020,"282,981","4,034,480",7.01,
New Jersey,10/10/2020,"29,031",10/3/2020,"249,076","4,042,393",6.16,
New Jersey,10/17/2020,"28,809",10/10/2020,"217,743","4,042,393",5.39,
New Jersey,10/24/2020,"27,203",10/17/2020,"203,663","4,042,393",5.04,
New Jersey,10/31/2020,"24,703",10/24/2020,"179,328","4,042,393",4.44,
New Jersey,11/7/2020,"20,978",10/31/2020,"168,839","4,042,393",4.18,
New Jersey,11/14/2020,"12,988",11/7/2020,"164,818","4,042,393",4.08,
New Jersey,11/21/2020,"12,205",11/14/2020,"157,386","4,042,393",3.89,
New Jersey,11/28/2020,"13,546",11/21/2020,"143,270","4,042,393",3.54,
New Jersey,12/5/2020,"17,025",11/28/2020,"154,758","4,042,393",3.83,
New Jersey,12/12/2020,"16,368",12/5/2020,"150,410","4,042,393",3.72,
New Jersey,12/19/2020,"17,611",12/12/2020,"146,200","4,042,393",3.62,
New Jersey,12/26/2020,"20,462",12/19/2020,"138,261","4,042,393",3.42,
New Jersey,1/2/2021,"20,988",12/26/2020,"141,210","4,042,393",3.49,
New Jersey,1/9/2021,"21,836",1/2/2021,"156,368","3,881,693",4.03,
New Jersey,1/16/2021,"16,769",1/9/2021,"144,163","3,881,693",3.71,
New Jersey,1/23/2021,"16,845",1/16/2021,"141,683","3,881,693",3.65,
New Jersey,1/30/2021,"14,689",1/23/2021,"142,773","3,881,693",3.68,
New Jersey,2/6/2021,"16,205",1/30/2021,"137,483","3,881,693",3.54,
New Jersey,2/13/2021,"11,575",2/6/2021,"142,647","3,881,693",3.67,
New Jersey,2/20/2021,"10,768",2/13/2021,"131,919","3,881,693",3.4,
New Jersey,2/27/2021,"10,385",2/20/2021,"132,451","3,881,693",3.41,
New Jersey,3/6/2021,"9,857",2/27/2021,"127,848","3,881,693",3.29,
New Jersey,3/13/2021,"10,272",3/6/2021,"126,305","3,881,693",3.25,
New Jersey,3/20/2021,"10,441",3/13/2021,"120,159","3,881,693",3.1,
New Jersey,3/27/2021,"16,728",3/20/2021,"115,656","3,881,693",2.98,
New Jersey,4/3/2021,"19,875",3/27/2021,"109,115","3,881,693",2.81,
New Jersey,4/10/2021,"11,346",4/3/2021,"123,723","3,778,991",3.27,
New Jersey,4/17/2021,"10,536",4/10/2021,"123,907","3,778,991",3.28,
New Jersey,4/24/2021,"12,322",4/17/2021,"117,708","3,778,991",3.11,
New Jersey,5/1/2021,"14,324",4/24/2021,"113,091","3,778,991",2.99,
New Jersey,5/8/2021,"13,456",5/1/2021,"114,110","3,778,991",3.02,
New Jersey,5/15/2021,"18,268",5/8/2021,"112,865","3,778,991",2.99,
New Jersey,5/22/2021,"12,978",5/15/2021,"117,053","3,778,991",3.1,
New Jersey,5/29/2021,"12,771",5/22/2021,"120,201","3,778,991",3.18,
New Jersey,6/5/2021,"9,786",5/29/2021,"112,507","3,778,991",2.98,
New Jersey,6/12/2021,"9,464",6/5/2021,"113,562","3,778,991",3.01,
New Jersey,6/19/2021,"8,763",6/12/2021,"120,661","3,778,991",3.19,
New Jersey,6/26/2021,"12,144",6/19/2021,"128,479","3,778,991",3.4,
New Jersey,7/3/2021,"11,298",6/26/2021,"132,539","3,778,991",3.51,
New Jersey,7/10/2021,"10,952",7/3/2021,"135,576","3,703,899",3.66,
New Jersey,7/17/2021,"11,109",7/10/2021,"140,065","3,703,899",3.78,
New Jersey,7/24/2021,"11,529",7/17/2021,"137,836","3,703,899",3.72,
New Jersey,7/31/2021,"11,481",7/24/2021,"135,064","3,703,899",3.65,
New Jersey,8/7/2021,"10,629",7/31/2021,"109,785","3,703,899",2.96,
New Jersey,8/14/2021,"9,938",8/7/2021,"138,066","3,703,899",3.73,
New Jersey,8/21/2021,"10,775",8/14/2021,"131,426","3,703,899",3.55,
New Jersey,8/28/2021,"8,279",8/21/2021,"131,898","3,703,899",3.56,
New Jersey,9/4/2021,"7,523",8/28/2021,"125,951","3,703,899",3.4,
New Jersey,9/11/2021,"7,266",9/4/2021,"112,752","3,703,899",3.04,
New Jersey,9/18/2021,"8,463",9/11/2021,"115,963","3,703,899",3.13,
New Jersey,9/25/2021,"7,487",9/18/2021,"106,664","3,703,899",2.88,
New Jersey,10/2/2021,"7,933",9/25/2021,"100,238","3,703,899",2.71,
New Jersey,10/9/2021,"7,469",10/2/2021,"97,744","3,638,171",2.69,
New Jersey,10/16/2021,"6,924",10/9/2021,"90,304","3,638,171",2.48,
New Jersey,10/23/2021,"7,236",10/16/2021,"91,712","3,638,171",2.52,
New Jersey,10/30/2021,"8,004",10/23/2021,"90,409","3,638,171",2.49,
New Jersey,11/6/2021,"7,344",10/30/2021,"88,044","3,638,171",2.42,
New Mexico,1/4/2020,799,12/28/2019,"10,140","796,105",1.27,
New Mexico,1/11/2020,"1,194",1/4/2020,"10,310","799,085",1.29,
New Mexico,1/18/2020,947,1/11/2020,"9,920","799,085",1.24,
New Mexico,1/25/2020,764,1/18/2020,"10,137","799,085",1.27,
New Mexico,2/1/2020,784,1/25/2020,"10,066","799,085",1.26,
New Mexico,2/8/2020,873,2/1/2020,"9,965","799,085",1.25,
New Mexico,2/15/2020,725,2/8/2020,"9,987","799,085",1.25,
New Mexico,2/22/2020,737,2/15/2020,"10,051","799,085",1.26,
New Mexico,2/29/2020,681,2/22/2020,"10,039","799,085",1.26,
New Mexico,3/7/2020,690,2/29/2020,"9,845","799,085",1.23,
New Mexico,3/14/2020,869,3/7/2020,"9,566","799,085",1.2,
New Mexico,3/21/2020,"18,105",3/14/2020,"9,288","799,085",1.16,
New Mexico,3/28/2020,"27,849",3/21/2020,"20,087","799,085",2.51,
New Mexico,4/4/2020,"26,132",3/28/2020,"44,829","799,085",5.61,
New Mexico,4/11/2020,"19,043",4/4/2020,"62,686","802,978",7.81,
New Mexico,4/18/2020,"13,621",4/11/2020,"80,986","802,978",10.09,
New Mexico,4/25/2020,"12,093",4/18/2020,"94,149","802,978",11.72,
New Mexico,5/2/2020,"13,675",4/25/2020,"96,157","802,978",11.98,
New Mexico,5/9/2020,"8,024",5/2/2020,"101,132","802,978",12.59,
New Mexico,5/16/2020,"7,356",5/9/2020,"103,949","802,978",12.95,
New Mexico,5/23/2020,"7,058",5/16/2020,"108,714","802,978",13.54,
New Mexico,5/30/2020,"6,672",5/23/2020,"105,755","802,978",13.17,
New Mexico,6/6/2020,"5,290",5/30/2020,"104,019","802,978",12.95,
New Mexico,6/13/2020,"4,536",6/6/2020,"104,805","802,978",13.05,
New Mexico,6/20/2020,"4,236",6/13/2020,"103,020","802,978",12.83,
New Mexico,6/27/2020,"4,435",6/20/2020,"95,535","802,978",11.9,
New Mexico,7/4/2020,"4,935",6/27/2020,"97,179","802,978",12.1,
New Mexico,7/11/2020,"5,758",7/4/2020,"95,025","806,473",11.78,
New Mexico,7/18/2020,"6,881",7/11/2020,"97,612","806,473",12.1,
New Mexico,7/25/2020,"6,402",7/18/2020,"97,191","806,473",12.05,
New Mexico,8/1/2020,"5,117",7/25/2020,"100,094","806,473",12.41,
New Mexico,8/8/2020,"4,359",8/1/2020,"93,337","806,473",11.57,
New Mexico,8/15/2020,"4,175",8/8/2020,"92,792","806,473",11.51,
New Mexico,8/22/2020,"3,725",8/15/2020,"89,503","806,473",11.1,
New Mexico,8/29/2020,"3,410",8/22/2020,"87,675","806,473",10.87,
New Mexico,9/5/2020,"3,357",8/29/2020,"87,854","806,473",10.89,
New Mexico,9/12/2020,"3,048",9/5/2020,"84,046","806,473",10.42,
New Mexico,9/19/2020,"3,314",9/12/2020,"81,811","806,473",10.14,
New Mexico,9/26/2020,"3,067",9/19/2020,"76,866","806,473",9.53,
New Mexico,10/3/2020,"3,314",9/26/2020,"71,295","806,473",8.84,
New Mexico,10/10/2020,"3,918",10/3/2020,"62,076","810,264",7.66,
New Mexico,10/17/2020,"3,641",10/10/2020,"56,804","810,264",7.01,
New Mexico,10/24/2020,"3,818",10/17/2020,"52,546","810,264",6.49,
New Mexico,10/31/2020,"4,209",10/24/2020,"50,753","810,264",6.26,
New Mexico,11/7/2020,"3,848",10/31/2020,"46,313","810,264",5.72,
New Mexico,11/14/2020,"5,034",11/7/2020,"44,383","810,264",5.48,
New Mexico,11/21/2020,"12,159",11/14/2020,"44,045","810,264",5.44,
New Mexico,11/28/2020,"8,337",11/21/2020,"49,130","810,264",6.06,
New Mexico,12/5/2020,"7,959",11/28/2020,"54,405","810,264",6.71,
New Mexico,12/12/2020,"5,100",12/5/2020,"52,758","810,264",6.51,
New Mexico,12/19/2020,"4,802",12/12/2020,"50,456","810,264",6.23,
New Mexico,12/26/2020,"3,587",12/19/2020,"44,466","810,264",5.49,
New Mexico,1/2/2021,"4,081",12/26/2020,"47,501","810,264",5.86,
New Mexico,1/9/2021,"11,514",1/2/2021,"44,857","788,517",5.69,
New Mexico,1/16/2021,"6,402",1/9/2021,"43,396","788,517",5.5,
New Mexico,1/23/2021,"4,608",1/16/2021,"42,527","788,517",5.39,
New Mexico,1/30/2021,"4,527",1/23/2021,"40,971","788,517",5.2,
New Mexico,2/6/2021,"3,709",1/30/2021,"39,129","788,517",4.96,
New Mexico,2/13/2021,"3,407",2/6/2021,"37,719","788,517",4.78,
New Mexico,2/20/2021,"3,143",2/13/2021,"36,026","788,517",4.57,
New Mexico,2/27/2021,"3,150",2/20/2021,"34,974","788,517",4.44,
New Mexico,3/6/2021,"2,338",2/27/2021,"32,949","788,517",4.18,
New Mexico,3/13/2021,"2,690",3/6/2021,"32,289","788,517",4.09,
New Mexico,3/20/2021,"2,502",3/13/2021,"29,902","788,517",3.79,
New Mexico,3/27/2021,"2,867",3/20/2021,"28,512","788,517",3.62,
New Mexico,4/3/2021,"5,893",3/27/2021,"27,720","788,517",3.52,
New Mexico,4/10/2021,"5,513",4/3/2021,"27,708","769,303",3.6,
New Mexico,4/17/2021,"4,175",4/10/2021,"28,105","769,303",3.65,
New Mexico,4/24/2021,"3,580",4/17/2021,"27,695","769,303",3.6,
New Mexico,5/1/2021,"3,953",4/24/2021,"27,449","769,303",3.57,
New Mexico,5/8/2021,"3,957",5/1/2021,"27,141","769,303",3.53,
New Mexico,5/15/2021,"3,396",5/8/2021,"26,698","769,303",3.47,
New Mexico,5/22/2021,"3,682",5/15/2021,"25,844","769,303",3.36,
New Mexico,5/29/2021,"4,812",5/22/2021,"25,200","769,303",3.28,
New Mexico,6/5/2021,"3,969",5/29/2021,"24,434","769,303",3.18,
New Mexico,6/12/2021,"3,758",6/5/2021,"22,758","769,303",2.96,
New Mexico,6/19/2021,"3,154",6/12/2021,"21,292","769,303",2.77,
New Mexico,6/26/2021,"3,502",6/19/2021,"20,291","769,303",2.64,
New Mexico,7/3/2021,"3,923",6/26/2021,"19,919","769,303",2.59,
New Mexico,7/10/2021,"5,038",7/3/2021,"19,080","751,469",2.54,
New Mexico,7/17/2021,"4,450",7/10/2021,"19,370","751,469",2.58,
New Mexico,7/24/2021,"3,208",7/17/2021,"18,793","751,469",2.5,
New Mexico,7/31/2021,"2,435",7/24/2021,"18,344","751,469",2.44,
New Mexico,8/7/2021,"2,089",7/31/2021,"17,816","751,469",2.37,
New Mexico,8/14/2021,"4,961",8/7/2021,"17,381","751,469",2.31,
New Mexico,8/21/2021,"5,117",8/14/2021,"16,551","751,469",2.2,
New Mexico,8/28/2021,"4,889",8/21/2021,"15,743","751,469",2.09,
New Mexico,9/4/2021,"4,070",8/28/2021,"15,447","751,469",2.06,
New Mexico,9/11/2021,"3,027",9/4/2021,"14,343","751,469",1.91,
New Mexico,9/18/2021,"1,972",9/11/2021,"15,340","751,469",2.04,
New Mexico,9/25/2021,"1,676",9/18/2021,"14,852","751,469",1.98,
New Mexico,10/2/2021,"1,452",9/25/2021,"14,319","751,469",1.91,
New Mexico,10/9/2021,"3,464",10/2/2021,"13,284","734,107",1.81,
New Mexico,10/16/2021,"2,737",10/9/2021,"12,714","734,107",1.73,
New Mexico,10/23/2021,"3,147",10/16/2021,"12,415","734,107",1.69,
New Mexico,10/30/2021,"2,216",10/23/2021,"11,476","734,107",1.56,
New Mexico,11/6/2021,"1,775",10/30/2021,"12,255","734,107",1.67,
Nevada,1/4/2020,"2,264",12/28/2019,"20,801","1,362,256",1.53,
Nevada,1/11/2020,"2,792",1/4/2020,"19,823","1,371,969",1.44,
Nevada,1/18/2020,"2,451",1/11/2020,"19,328","1,371,969",1.41,
Nevada,1/25/2020,"2,101",1/18/2020,"19,025","1,371,969",1.39,
Nevada,2/1/2020,"2,286",1/25/2020,"19,177","1,371,969",1.4,
Nevada,2/8/2020,"2,794",2/1/2020,"19,225","1,371,969",1.4,
Nevada,2/15/2020,"2,543",2/8/2020,"19,585","1,371,969",1.43,
Nevada,2/22/2020,"2,052",2/15/2020,"19,472","1,371,969",1.42,
Nevada,2/29/2020,"2,324",2/22/2020,"20,044","1,371,969",1.46,
